Official name of position,internal disk name,internal naming per Disk,Module,flex cable,HubID,PC position phi,PC position Mirror,PC port,PC identifier,PC name,DCDC,DCDC J11/J12,DCDC channel,DCDC name,Filterboard module power ID,Filterboard module power,POH board,POH Bundle,POH SN,DOH bundle,DOH QR,DOH A/B,CCU,CCU channel,PP0 Adapter/FED,PP0 Ad.Slot/FED,PP0 Adapter/FEC,PP0 Ad.Slot/FEC,internal POH no,POH fiber color,FED Fiber,FED channel,FED position,FED receiver,FED ID,FEC/FED crate,FEC ID,FEC position,mfec,mfecchannel,HV group,nominal HV,old FED ID,Cooling loop,tkFEC connection,,,,,,,
FPix_BmO_D1_BLD5_PNL1_RNG2,,13B,M-Y-H-NV,4375,2,1Bc,1BB,1,PR007,portcard_FPix_BmO_D1_PRT3,PB-21,J11,1,dcdc_FPix_BmO_D1_PRT3,Disk1_RG3,CI-A 035,FP27,D4,SN122498/0032,C10,30201210004662,A,0x7e,0x10,FPix -z up right 5,4,FPix -z up right 6,4,11,blue-1,13,25/26,2,b,1333,bottom,15,9,1,1,D1-RG3-HV1,,1302,mD,1,,,,,,,
FPix_BmO_D1_BLD4_PNL1_RNG2,,14B,M-Q-6-23,4116W,5,1Bd,1BA,7,PR056,portcard_FPix_BmO_D1_PRT4,PB-31,J11,1,dcdc_FPix_BmO_D1_PRT4,Disk1_RG4,CI-A 033,PP8,D4,SN122498/0032,C10,30201210004662,B,0x7d,0x10,FPix -z up right 5,4,FPix -z up right 6,4,11,green-3,15,29/30,2,b,1333,bottom,15,9,1,2,D1-RG4-HV1,,1302,mD,1,,,,,,,
FPix_BmO_D1_BLD3_PNL1_RNG2,,15B,M-Q-2-04,4107W,4,1Bd,1BA,5,PR056,portcard_FPix_BmO_D1_PRT4,PB-31,J11,1,dcdc_FPix_BmO_D1_PRT4,Disk1_RG4,CI-A 033,PP8,D3,SN122498/0033,C10,30201210004662,B,0x7d,0x10,FPix -z up right 5,3,FPix -z up right 6,4,12,green-3,3,5/6,2,t,1333,bottom,15,9,1,2,D1-RG4-HV1,,1302,mD,1,,,,,,,
FPix_BmO_D1_BLD2_PNL1_RNG2,,16B,M-L-4-41,4115W,3,1Bd,1BA,3,PR056,portcard_FPix_BmO_D1_PRT4,PB-31,J11,1,dcdc_FPix_BmO_D1_PRT4,Disk1_RG4,CI-A 033,PP8,D2,SN122498/0049,C10,30201210004662,B,0x7d,0x10,FPix -z up right 5,2,FPix -z up right 6,4,13,green-3,15,29/30,1,b,1332,bottom,15,9,1,2,D1-RG4-HV1,,1301,mD,1,,,,,,,
FPix_BmO_D1_BLD1_PNL1_RNG2,,17B,M-Q-7-33,4378,2,1Bd,1BA,1,PR056,portcard_FPix_BmO_D1_PRT4,PB-31,J11,1,dcdc_FPix_BmO_D1_PRT4,Disk1_RG4,CI-A 033,PP8,D1,SN122498/0055,C10,30201210004662,B,0x7d,0x10,FPix -z up right 5,1,FPix -z up right 6,4,14,green-3,3,5/6,1,t,1332,bottom,15,9,1,2,D1-RG4-HV1,,1301,mD,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPix_BmO_D2_BLD11_PNL2_RNG1,HC2-Disk2-Inner,1T,M-M-3-20,7011,15,2Ta,2TD,6,PR155,portcard_FPix_BmO_D2_PRT1,PB-18,J12,4,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P54,A21,SN133278/0001,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,1,FPix -z down right 3,3,1,black-8,20,39/40,7,b,1338,bottom,16,10,2,1,D2-RG1-HV2,,1307,mC,1,BmO,,,,,,
FPix_BmO_D2_BLD10_PNL2_RNG1,,2T,M-L-2-50,7001,14,2Ta,2TD,4,PR155,portcard_FPix_BmO_D2_PRT1,PB-18,J12,4,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P54,A20,SN133278/0002,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,2,FPix -z down right 3,3,2,black-8,8,15/16,7,t,1338,bottom,16,10,2,1,D2-RG1-HV2,,1307,mC,1,,,,,,,
FPix_BmO_D2_BLD9_PNL2_RNG1,,3T,M-Y-J-NJ,7003,0,2Ta,2TD,2,PR155,portcard_FPix_BmO_D2_PRT1,PB-18,J12,4,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P54,A19,SN133278/0003,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,3,FPix -z down right 3,3,3,black-8,20,39/40,6,b,1337,bottom,16,10,2,1,D2-RG1-HV2,,1306,mC,1,,,,,,,
FPix_BmO_D2_BLD8_PNL2_RNG1,,4T,M-Y-I-NB,7004,15,2Tb,2TC,6,PR122,portcard_FPix_BmO_D2_PRT2,PB-5,J12,4,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P113,A17,SN133278/0005,B13,30201210004683,B,0x7c,0x11,FPix -z down right 2,5,FPix -z down right 3,3,5,white-6,18,35/36,5,b,1336,bottom,16,10,2,2,D2-RG2-HV2,,1305,mC,1,,,,,,,
FPix_BmO_D2_BLD7_PNL2_RNG1,,5T,M-Y-M-NC,7015,14,2Tb,2TC,2,PR122,portcard_FPix_BmO_D2_PRT2,PB-5,J12,4,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P113,B15,SN133278/0007,B13,30201210004683,B,0x7c,0x11,FPix -z down right 3,1,FPix -z down right 3,3,7,white-6,18,35/36,4,b,1335,bottom,16,10,2,2,D2-RG2-HV2,,1304,mC,1,,,,,,,
FPix_BmO_D2_BLD6_PNL2_RNG1,,6T,M-Y-K-NJ,7014,15,2Tc,2TB,6,PR150,portcard_FPix_BmO_D2_PRT3,PB-39,J12,4,dcdc_FPix_BmO_D2_PRT3,Disk2_RG3,CI-A 057,P52,C7,SN133278/0008,C9,30201210004681,A,0x7e,0x11,FPix -z up right 6,1,FPix -z up right 6,3,8,black-8,8,15/16,4,t,1335,bottom,15,9,2,1,D2-RG3-HV2,,1304,mC,1,,,,,,,
FPix_BmO_D2_BLD5_PNL2_RNG1,,7T,M-M-1-50,7018,14,2Tc,2TB,4,PR150,portcard_FPix_BmO_D2_PRT3,PB-39,J12,4,dcdc_FPix_BmO_D2_PRT3,Disk2_RG3,CI-A 057,P52,C6,SN133278/0009,C9,30201210004681,A,0x7e,0x11,FPix -z up right 5,6,FPix -z up right 6,3,9,black-8,20,39/40,3,b,1334,bottom,15,9,2,1,D2-RG3-HV2,,1303,mC,1,,,,,,,
FPix_BmO_D2_BLD4_PNL2_RNG1,,8T,M-N-3-03,7009,13,2Tc,2TB,2,PR150,portcard_FPix_BmO_D2_PRT3,PB-39,J12,4,dcdc_FPix_BmO_D2_PRT3,Disk2_RG3,CI-A 057,P52,D5,SN133278/0010,C9,30201210004681,A,0x7e,0x11,FPix -z up right 5,5,FPix -z up right 6,3,10,black-8,8,15/16,3,t,1334,bottom,15,9,2,1,D2-RG3-HV2,,1303,mC,1,,,,,,,
FPix_BmO_D2_BLD3_PNL2_RNG1,,9T,M-Y-Q-NC,6018,15,2Td,2TA,6,PR158,portcard_FPix_BmO_D2_PRT4,PB-28,J12,4,dcdc_FPix_BmO_D2_PRT4,Disk2_RG4,CI-A 002,P112,D3,SN122498/0033,C9,30201210004681,B,0x7d,0x11,FPix -z up right 5,3,FPix -z up right 6,3,12,white-6,6,11/12,2,t,1333,bottom,15,9,2,2,D2-RG4-HV2,,1302,mC,1,,,,,,,
FPix_BmO_D2_BLD2_PNL2_RNG1,,10T,M-M-1-04,6006,14,2Td,2TA,4,PR158,portcard_FPix_BmO_D2_PRT4,PB-28,J12,4,dcdc_FPix_BmO_D2_PRT4,Disk2_RG4,CI-A 002,P112,D2,SN122498/0049,C9,30201210004681,B,0x7d,0x11,FPix -z up right 5,2,FPix -z up right 6,3,13,white-6,18,35/36,1,b,1332,bottom,15,9,2,2,D2-RG4-HV2,,1301,mC,1,,,,,,,
FPix_BmO_D2_BLD1_PNL2_RNG1,,11T,M-Y-G-NU,7023,13,2Td,2TA,2,PR158,portcard_FPix_BmO_D2_PRT4,PB-28,J12,4,dcdc_FPix_BmO_D2_PRT4,Disk2_RG4,CI-A 002,P112,D1,SN122498/0055,C9,30201210004681,B,0x7d,0x11,FPix -z up right 5,1,FPix -z up right 6,3,14,white-6,6,11/12,1,t,1332,bottom,15,9,2,2,D2-RG4-HV2,,1301,mC,1,,,,,,,
FPix_BmO_D2_BLD11_PNL1_RNG1,,1B,M-N-3-14,7002,12,2Ba,2BD,6,PR055,portcard_FPix_BmO_D2_PRT1,PB-18,J11,2,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P53,A21,SN133278/0001,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,1,FPix -z down right 3,3,1,red-7,19,37/38,7,b,1338,bottom,16,10,2,1,D2-RG1-HV2,,1307,mC,1,,,,,,,
FPix_BmO_D2_BLD10_PNL1_RNG1,,2B,M-Y-A-NR,7042,11,2Ba,2BD,4,PR055,portcard_FPix_BmO_D2_PRT1,PB-18,J11,2,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P53,A20,SN133278/0002,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,2,FPix -z down right 3,3,2,red-7,7,13/14,7,t,1338,bottom,16,10,2,1,D2-RG1-HV2,,1307,mC,1,,,,,,,
FPix_BmO_D2_BLD9_PNL1_RNG1,,3B,M-N-3-33,7008,10,2Ba,2BD,2,PR055,portcard_FPix_BmO_D2_PRT1,PB-18,J11,2,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P53,A19,SN133278/0003,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,3,FPix -z down right 3,3,3,red-7,19,37/38,6,b,1337,bottom,16,10,2,1,D2-RG1-HV2,,1306,mC,1,,,,,,,
FPix_BmO_D2_BLD8_PNL1_RNG1,,4B,M-I-2-25,7016,13,2Bb,2BC,6,PR062,portcard_FPix_BmO_D2_PRT2,PB-5,J11,2,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P89,A17,SN133278/0005,B13,30201210004683,B,0x7c,0x11,FPix -z down right 2,5,FPix -z down right 3,3,5,gray-5,17,33/34,5,b,1336,bottom,16,10,2,2,D2-RG2-HV2,,1305,mC,1,,,,,,,
FPix_BmO_D2_BLD7_PNL1_RNG1,,5B,M-I-4-04,7012,12,2Bb,2BC,2,PR062,portcard_FPix_BmO_D2_PRT2,PB-5,J11,2,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P89,B15,SN133278/0007,B13,30201210004683,B,0x7c,0x11,FPix -z down right 3,1,FPix -z down right 3,3,7,gray-5,17,33/34,4,b,1335,bottom,16,10,2,2,D2-RG2-HV2,,1304,mC,1,,,,,,,
FPix_BmO_D2_BLD6_PNL1_RNG1,,6B,M-O-1-11,7013,12,2Bc,2BB,6,PR050,portcard_FPix_BmO_D2_PRT3,PB-39,J11,2,dcdc_FPix_BmO_D2_PRT3,Disk2_RG3,CI-A 057,P73,C7,SN133278/0008,C9,30201210004681,A,0x7e,0x11,FPix -z up right 6,1,FPix -z up right 6,3,8,red-7,7,13/14,4,t,1335,bottom,15,9,2,1,D2-RG3-HV2,,1304,mC,1,,,,,,,
FPix_BmO_D2_BLD5_PNL1_RNG1,,7B,M-N-1-26,7024,11,2Bc,2BB,4,PR050,portcard_FPix_BmO_D2_PRT3,PB-39,J11,2,dcdc_FPix_BmO_D2_PRT3,Disk2_RG3,CI-A 057,P73,C6,SN133278/0009,C9,30201210004681,A,0x7e,0x11,FPix -z up right 5,6,FPix -z up right 6,3,9,red-7,19,37/38,3,b,1334,bottom,15,9,2,1,D2-RG3-HV2,,1303,mC,1,,,,,,,
FPix_BmO_D2_BLD4_PNL1_RNG1,,8B,M-Y-F-NC,7010,10,2Bc,2BB,2,PR050,portcard_FPix_BmO_D2_PRT3,PB-39,J11,2,dcdc_FPix_BmO_D2_PRT3,Disk2_RG3,CI-A 057,P73,D5,SN133278/0010,C9,30201210004681,A,0x7e,0x11,FPix -z up right 5,5,FPix -z up right 6,3,10,red-7,7,13/14,3,t,1334,bottom,15,9,2,1,D2-RG3-HV2,,1303,mC,1,,,,,,,
FPix_BmO_D2_BLD3_PNL1_RNG1,,9B,M-O-1-23,11050,12,2Bd,2BA,6,PR058,portcard_FPix_BmO_D2_PRT4,PB-28,J11,2,dcdc_FPix_BmO_D2_PRT4,Disk2_RG4,CI-A 002,P51,D3,SN122498/0033,C9,30201210004681,B,0x7d,0x11,FPix -z up right 5,3,FPix -z up right 6,3,12,gray-5,5,9/10,2,t,1333,bottom,15,9,2,2,D2-RG4-HV2,,1302,mC,1,,,,,,,
FPix_BmO_D2_BLD2_PNL1_RNG1,,10B,M-Y-T-NL,7021,11,2Bd,2BA,4,PR058,portcard_FPix_BmO_D2_PRT4,PB-28,J11,2,dcdc_FPix_BmO_D2_PRT4,Disk2_RG4,CI-A 002,P51,D2,SN122498/0049,C9,30201210004681,B,0x7d,0x11,FPix -z up right 5,2,FPix -z up right 6,3,13,gray-5,17,33/34,1,b,1332,bottom,15,9,2,2,D2-RG4-HV2,,1301,mC,1,,,,,,,
FPix_BmO_D2_BLD1_PNL1_RNG1,,11B,M-Y-M-NR,7095,10,2Bd,2BA,2,PR058,portcard_FPix_BmO_D2_PRT4,PB-28,J11,2,dcdc_FPix_BmO_D2_PRT4,Disk2_RG4,CI-A 002,P51,D1,SN122498/0055,C9,30201210004681,B,0x7d,0x11,FPix -z up right 5,1,FPix -z up right 6,3,14,gray-5,5,9/10,1,t,1332,bottom,15,9,2,2,D2-RG4-HV2,,1301,mC,1,,,,,,,
FPix_BmO_D2_BLD17_PNL2_RNG2,HC2-Disk2-Outer,1T,M-Q-2-18,6134,9,2Ta,2TD,7,PR155,portcard_FPix_BmO_D2_PRT1,PB-18,J12,3,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P54,A21,SN133278/0001,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,1,FPix -z down right 3,3,1,white-6,18,35/36,7,b,1338,bottom,16,10,2,1,D2-RG1-HV1,,1307,mC,1,BmO,,,,,,
FPix_BmO_D2_BLD16_PNL2_RNG2,,2T,M-O-2-44,6140,8,2Ta,2TD,5,PR155,portcard_FPix_BmO_D2_PRT1,PB-18,J12,3,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P54,A20,SN133278/0002,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,2,FPix -z down right 3,3,2,white-6,6,11/12,7,t,1338,bottom,16,10,2,1,D2-RG1-HV1,,1307,mC,1,,,,,,,
FPix_BmO_D2_BLD15_PNL2_RNG2,,3T,M-Q-A-17,6127,7,2Ta,2TD,3,PR155,portcard_FPix_BmO_D2_PRT1,PB-18,J12,3,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P54,A19,SN133278/0003,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,3,FPix -z down right 3,3,3,white-6,18,35/36,6,b,1337,bottom,16,10,2,1,D2-RG1-HV1,,1306,mC,1,,,,,,,
FPix_BmO_D2_BLD14_PNL2_RNG2,,4T,M-Q-2-21,6133,6,2Ta,2TD,1,PR155,portcard_FPix_BmO_D2_PRT1,PB-18,J12,3,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P54,A18,SN133278/0004,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,4,FPix -z down right 3,3,4,white-6,6,11/12,6,t,1337,bottom,16,10,2,1,D2-RG1-HV1,,1306,mC,1,,,,,,,
FPix_BmO_D2_BLD13_PNL2_RNG2,,5T,M-Q-1-29,6136,11,2Tb,2TC,7,PR122,portcard_FPix_BmO_D2_PRT2,PB-5,J12,3,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P113,A18,SN133278/0004,B13,30201210004683,B,0x7c,0x11,FPix -z down right 2,4,FPix -z down right 3,3,4,black-8,8,15/16,6,t,1337,bottom,16,10,2,2,D2-RG2-HV1,,1306,mC,1,,,,,,,
FPix_BmO_D2_BLD12_PNL2_RNG2,,6T,M-Q-1-20,6143,10,2Tb,2TC,5,PR122,portcard_FPix_BmO_D2_PRT2,PB-5,J12,3,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P113,A17,SN133278/0005,B13,30201210004683,B,0x7c,0x11,FPix -z down right 2,5,FPix -z down right 3,3,5,black-8,20,39/40,5,b,1336,bottom,16,10,2,2,D2-RG2-HV1,,1305,mC,1,,,,,,,
FPix_BmO_D2_BLD11_PNL2_RNG2,,7T,M-Q-2-14,6129,9,2Tb,2TC,4,PR122,portcard_FPix_BmO_D2_PRT2,PB-5,J12,4,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P113,B16,SN133278/0006,B13,30201210004683,B,0x7c,0x11,FPix -z down right 2,6,FPix -z down right 3,3,6,white-6,6,11/12,5,t,1336,bottom,16,10,2,2,D2-RG2-HV1,,1305,mC,1,,,,,,,
FPix_BmO_D2_BLD10_PNL2_RNG2,,8T,M-Y-N-NZ,6060,8,2Tb,2TC,3,PR122,portcard_FPix_BmO_D2_PRT2,PB-5,J12,3,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P113,B16,SN133278/0006,B13,30201210004683,B,0x7c,0x11,FPix -z down right 2,6,FPix -z down right 3,3,6,black-8,8,15/16,5,t,1336,bottom,16,10,2,2,D2-RG2-HV1,,1305,mC,1,,,,,,,
FPix_BmO_D2_BLD9_PNL2_RNG2,,9T,M-Q-5-04,6221,7,2Tb,2TC,1,PR122,portcard_FPix_BmO_D2_PRT2,PB-5,J12,3,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P113,B15,SN133278/0007,B13,30201210004683,B,0x7c,0x11,FPix -z down right 3,1,FPix -z down right 3,3,7,black-8,20,39/40,4,b,1335,bottom,16,10,2,2,D2-RG2-HV1,,1304,mC,1,,,,,,,
FPix_BmO_D2_BLD8_PNL2_RNG2,,10T,M-Q-3-08,6168,9,2Tc,2TB,7,PR150,portcard_FPix_BmO_D2_PRT3,PB-39,J12,3,dcdc_FPix_BmO_D2_PRT3,Disk2_RG3,CI-A 057,P52,C7,SN133278/0008,C9,30201210004681,A,0x7e,0x11,FPix -z up right 6,1,FPix -z up right 6,3,8,white-6,6,11/12,4,t,1335,bottom,15,9,2,1,D2-RG3-HV1,,1304,mC,1,,,,,,,
FPix_BmO_D2_BLD7_PNL2_RNG2,,11T,M-Q-A-10,6180,8,2Tc,2TB,5,PR150,portcard_FPix_BmO_D2_PRT3,PB-39,J12,3,dcdc_FPix_BmO_D2_PRT3,Disk2_RG3,CI-A 057,P52,C6,SN133278/0009,C9,30201210004681,A,0x7e,0x11,FPix -z up right 5,6,FPix -z up right 6,3,9,white-6,18,35/36,3,b,1334,bottom,15,9,2,1,D2-RG3-HV1,,1303,mC,1,,,,,,,
FPix_BmO_D2_BLD6_PNL2_RNG2,,12T,M-Q-8-07,6178,7,2Tc,2TB,3,PR150,portcard_FPix_BmO_D2_PRT3,PB-39,J12,3,dcdc_FPix_BmO_D2_PRT3,Disk2_RG3,CI-A 057,P52,D5,SN133278/0010,C9,30201210004681,A,0x7e,0x11,FPix -z up right 5,5,FPix -z up right 6,3,10,white-6,6,11/12,3,t,1334,bottom,15,9,2,1,D2-RG3-HV1,,1303,mC,1,,,,,,,
FPix_BmO_D2_BLD5_PNL2_RNG2,,13T,M-Q-5-20,6185,6,2Tc,2TB,1,PR150,portcard_FPix_BmO_D2_PRT3,PB-39,J12,3,dcdc_FPix_BmO_D2_PRT3,Disk2_RG3,CI-A 057,P52,D4,SN122498/0032,C9,30201210004681,A,0x7e,0x11,FPix -z up right 5,4,FPix -z up right 6,3,11,white-6,18,35/36,2,b,1333,bottom,15,9,2,1,D2-RG3-HV1,,1302,mC,1,,,,,,,
FPix_BmO_D2_BLD4_PNL2_RNG2,,14T,M-Q-4-41,6187,9,2Td,2TA,7,PR158,portcard_FPix_BmO_D2_PRT4,PB-28,J12,3,dcdc_FPix_BmO_D2_PRT4,Disk2_RG4,CI-A 002,P112,D4,SN122498/0032,C9,30201210004681,B,0x7d,0x11,FPix -z up right 5,4,FPix -z up right 6,3,11,black-8,20,39/40,2,b,1333,bottom,15,9,2,2,D2-RG4-HV1,,1302,mC,1,,,,,,,
FPix_BmO_D2_BLD3_PNL2_RNG2,,15T,M-Q-1-32,6197,8,2Td,2TA,5,PR158,portcard_FPix_BmO_D2_PRT4,PB-28,J12,3,dcdc_FPix_BmO_D2_PRT4,Disk2_RG4,CI-A 002,P112,D3,SN122498/0033,C9,30201210004681,B,0x7d,0x11,FPix -z up right 5,3,FPix -z up right 6,3,12,black-8,8,15/16,2,t,1333,bottom,15,9,2,2,D2-RG4-HV1,,1302,mC,1,,,,,,,
FPix_BmO_D2_BLD2_PNL2_RNG2,,16T,M-Q-5-36,6194,7,2Td,2TA,3,PR158,portcard_FPix_BmO_D2_PRT4,PB-28,J12,3,dcdc_FPix_BmO_D2_PRT4,Disk2_RG4,CI-A 002,P112,D2,SN122498/0049,C9,30201210004681,B,0x7d,0x11,FPix -z up right 5,2,FPix -z up right 6,3,13,black-8,20,39/40,1,b,1332,bottom,15,9,2,2,D2-RG4-HV1,,1301,mC,1,,,,,,,
FPix_BmO_D2_BLD1_PNL2_RNG2,,17T,M-Q-7-10,6190,6,2Td,2TA,1,PR158,portcard_FPix_BmO_D2_PRT4,PB-28,J12,3,dcdc_FPix_BmO_D2_PRT4,Disk2_RG4,CI-A 002,P112,D1,SN122498/0055,C9,30201210004681,B,0x7d,0x11,FPix -z up right 5,1,FPix -z up right 6,3,14,black-8,8,15/16,1,t,1332,bottom,15,9,2,2,D2-RG4-HV1,,1301,mC,1,,,,,,,
FPix_BmO_D2_BLD17_PNL1_RNG2,,1B,M-Q-2-38,6147,5,2Ba,2BD,7,PR055,portcard_FPix_BmO_D2_PRT1,PB-18,J11,1,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P53,A21,SN133278/0001,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,1,FPix -z down right 3,3,1,gray-5,17,33/34,7,b,1338,bottom,16,10,2,1,D2-RG1-HV1,,1307,mC,1,,,,,,,
FPix_BmO_D2_BLD16_PNL1_RNG2,,2B,M-Q-9-14,6142,4,2Ba,2BD,5,PR055,portcard_FPix_BmO_D2_PRT1,PB-18,J11,1,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P53,A20,SN133278/0002,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,2,FPix -z down right 3,3,2,gray-5,5,9/10,7,t,1338,bottom,16,10,2,1,D2-RG1-HV1,,1307,mC,1,,,,,,,
FPix_BmO_D2_BLD15_PNL1_RNG2,,3B,M-Q-5-18,6137,3,2Ba,2BD,3,PR055,portcard_FPix_BmO_D2_PRT1,PB-18,J11,1,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P53,A19,SN133278/0003,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,3,FPix -z down right 3,3,3,gray-5,17,33/34,6,b,1337,bottom,16,10,2,1,D2-RG1-HV1,,1306,mC,1,,,,,,,
FPix_BmO_D2_BLD14_PNL1_RNG2,,4B,M-Q-7-02,6150,2,2Ba,2BD,1,PR055,portcard_FPix_BmO_D2_PRT1,PB-18,J11,1,dcdc_FPix_BmO_D2_PRT1,Disk2_RG1,CI-A 024,P53,A18,SN133278/0004,B13,30201210004683,A,0x7b,0x11,FPix -z down right 2,4,FPix -z down right 3,3,4,gray-5,5,9/10,6,t,1337,bottom,16,10,2,1,D2-RG1-HV1,,1306,mC,1,,,,,,,
FPix_BmO_D2_BLD13_PNL1_RNG2,,5B,M-Q-2-42,6182,6,2Bb,2BC,7,PR062,portcard_FPix_BmO_D2_PRT2,PB-5,J11,1,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P89,A18,SN133278/0004,B13,30201210004683,B,0x7c,0x11,FPix -z down right 2,4,FPix -z down right 3,3,4,red-7,7,13/14,6,t,1337,bottom,16,10,2,2,D2-RG2-HV1,,1306,mC,1,,,,,,,
FPix_BmO_D2_BLD12_PNL1_RNG2,,6B,M-Q-2-46,6225,5,2Bb,2BC,5,PR062,portcard_FPix_BmO_D2_PRT2,PB-5,J11,1,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P89,A17,SN133278/0005,B13,30201210004683,B,0x7c,0x11,FPix -z down right 2,5,FPix -z down right 3,3,5,red-7,19,37/38,5,b,1336,bottom,16,10,2,2,D2-RG2-HV1,,1305,mC,1,,,,,,,
FPix_BmO_D2_BLD11_PNL1_RNG2,,7B,M-Q-7-46,6206,4,2Bb,2BC,4,PR062,portcard_FPix_BmO_D2_PRT2,PB-5,J11,2,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P89,B16,SN133278/0006,B13,30201210004683,B,0x7c,0x11,FPix -z down right 2,6,FPix -z down right 3,3,6,gray-5,5,9/10,5,t,1336,bottom,16,10,2,2,D2-RG2-HV1,,1305,mC,1,,,,,,,
FPix_BmO_D2_BLD10_PNL1_RNG2,,8B,M-Q-8-05,6205,3,2Bb,2BC,3,PR062,portcard_FPix_BmO_D2_PRT2,PB-5,J11,1,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P89,B16,SN133278/0006,B13,30201210004683,B,0x7c,0x11,FPix -z down right 2,6,FPix -z down right 3,3,6,red-7,7,13/14,5,t,1336,bottom,16,10,2,2,D2-RG2-HV1,,1305,mC,1,,,,,,,
FPix_BmO_D2_BLD9_PNL1_RNG2,,9B,M-Q-2-34,6213,2,2Bb,2BC,1,PR062,portcard_FPix_BmO_D2_PRT2,PB-5,J11,1,dcdc_FPix_BmO_D2_PRT2,Disk2_RG2,CI-A 020,P89,B15,SN133278/0007,B13,30201210004683,B,0x7c,0x11,FPix -z down right 3,1,FPix -z down right 3,3,7,red-7,19,37/38,4,b,1335,bottom,16,10,2,2,D2-RG2-HV1,,1304,mC,1,,,,,,,
FPix_BmO_D2_BLD8_PNL1_RNG2,,10B,M-Q-1-12,6204,5,2Bc,2BB,7,PR050,portcard_FPix_BmO_D2_PRT3,PB-39,J11,1,dcdc_FPix_BmO_D2_PRT3,Disk2_RG3,CI-A 057,P73,C7,SN133278/0008,C9,30201210004681,A,0x7e,0x11,FPix -z up right 6,1,FPix -z up right 6,3,8,gray-5,5,9/10,4,t,1335,bottom,15,9,2,1,D2-RG3-HV1,,1304,mC,1,,,,,,,
FPix_BmO_D2_BLD7_PNL1_RNG2,,11B,M-Q-3-06,6216,4,2Bc,2BB,5,PR050,portcard_FPix_BmO_D2_PRT3,PB-39,J11,1,dcdc_FPix_BmO_D2_PRT3,Disk2_RG3,CI-A 057,P73,C6,SN133278/0009,C9,30201210004681,A,0x7e,0x11,FPix -z up right 5,6,FPix -z up right 6,3,9,gray-5,17,33/34,3,b,1334,bottom,15,9,2,1,D2-RG3-HV1,,1303,mC,1,,,,,,,
FPix_BmO_D2_BLD6_PNL1_RNG2,,12B,M-Q-5-11,6212,3,2Bc,2BB,3,PR050,portcard_FPix_BmO_D2_PRT3,PB-39,J11,1,dcdc_FPix_BmO_D2_PRT3,Disk2_RG3,CI-A 057,P73,D5,SN133278/0010,C9,30201210004681,A,0x7e,0x11,FPix -z up right 5,5,FPix -z up right 6,3,10,gray-5,5,9/10,3,t,1334,bottom,15,9,2,1,D2-RG3-HV1,,1303,mC,1,,,,,,,
